Type;Instruction;Param Variant;Opcodes;Internal;Mnemonic;Param1;Param2;Param3;;Addressing mode 1;Addressing mode 2;Addressing mode 3;;;Bytes;Exec Variant;M Cycles;T States;Condition;M1;M2;M3;M4;M5;M6;Stack;M1 comment;;Instruction Group;Undocumented;User manual page;Operation;Description;Condition Bits Affected;Example
instr;97;0;8;0;RET;C,M,NC,NZ,P,PE,PO,Z;;;;Flag Cond.;;;;;1;0;3;11 (5, 3, 3);cc == 1;OCF(5);SRL(3);SRH(3);;;;M2 +1, M3 +1;;;Call And Return;0;261;If cc true: PCL <- (sp), pCH <- (sp+1);"If condition cc is true, the byte at the memory location specified by the
contents of the Stack Pointer (SP) register pair is moved to the low order
eight bits of the Program Counter (PC). The SP is incremented and the byte
at the memory location specified by the new contents of the SP are moved
to the high order eight bits of the PC. The SP is incremented again. The
next Op Code following this instruction is fetched from the memory
location specified by the PC. This instruction is normally used to return to
the main line program at the completion of a routine entered by a CALL
instruction. If condition cc is false, the PC is simply incremented as usual,
and the program continues with the next sequential instruction. Condition
cc is programmed as one of eight status that correspond to condition bits in
the Flag Register (register F). These eight status are defined in the table below :
Condition Flag
NZ non zero Z
Z zero Z
NC no carry C
C carry C
PO parity odd P/V
PE parity even P/V
P sign positive S
M sign negative S";None;"If the S flag in the F register is set, the contents of the Program Counter are
3535H, the contents of the Stack Pointer are 2000H, the contents of
memory location 2000H are B5H, and the contents of memory location
2001H are 18H. At execution of RET M the contents of the Stack Pointer
is 2002H, and the contents of the Program Counter is 18B5H, pointing to
the address of the next program Op Code to be fetched."
execvar;97;0;;0;;;;;;;;;;;1;0;1;5;cc == 0;OCF(5);;;;;;;;;;;;;;;
instr;98;0;1;0;RETI;;;;;;;;;;2;0;4;14 (4, 4, 3, 3);;OCF(4);OCF(4);SRL(3) ;SRH(3);;;M3 +1, M4 +1;;;Call And Return;0;263;Return from Interrupt;"This instruction is used at the end of a maskable interrupt service routine to:
- Restore the contents of the Program Counter (PC) (analogous to the
RET instruction)
- Signal an I/O device that the interrupt routine is completed. The RETI
instruction also facilitates the nesting of interrupts, allowing higher
priority devices to temporarily suspend service of lower priority
service routines. However, this instruction does not enable interrupts
that were disabled when the interrupt routine was entered. Before
doing the RETI instruction, the enable interrupt instruction (EI)
should be executed to allow recognition of interrupts after completion
of the current service routine.";None;"Given: Two interrupting devices, with A and B connected in a daisy-chain
configuration and A having a higher priority than B.
B generates an interrupt and is acknowledged. The interrupt
enable out, IEO, of B goes Low, blocking any lower priority
devices from interrupting while B is being serviced. Then A generates
an interrupt, suspending service of B. The IEO of A goes
Low, indicating that a higher priority device is being serviced.
The A routine is completed and a RETI is issued resetting the IEO
of A, allowing the B routine to continue. A second RETI is issued
on completion of the B routine and the IE0 of B is reset (high)
allowing lower priority devices interrupt access."
instr;99;0;1;0;RETN;;;;;;;;;;2;0;4;14 (4, 4, 3, 3);;OCF(4);OCF(4);SRL(3) ;SRH(3);;;M3 +1, M4 +1;;;Call And Return;0;265;Return from non maskable interrupt;"This instruction is used at the end of a non-maskable interrupts service
routine to restore the contents of the Program Counter (PC) (analogous to
the RET instruction). The state of IFF2 is copied back to IFF1 so that
maskable interrupts are enabled immediately following the RETN if they
were enabled before the nonmaskable interrupt.";None;"If the contents of the Stack Pointer are 1000H, and the contents of the
Program Counter are 1A45H, when a non maskable interrupt (NMI) signal
is received, the CPU ignores the next instruction and instead restarts to
memory address 0066H. The current Program Counter contents of 1A45H
is pushed onto the external stack address of 0FFFH and 0FFEH, high orderbyte
first, and 0066H is loaded onto the Program Counter. That address
begins an interrupt service routine that ends with a RETN instruction.
Upon the execution of RETN the former Program Counter contents are
popped off the external memory stack, low order first, resulting in a Stack
Pointer contents again of 1000H. The program flow continues where it
left off with an Op Code fetch to address 1A45H, order-byte first, and
0066H is loaded onto the Program Counter. That address begins an
interrupt service routine that ends with a RETN instruction. At execution of
RETN the former Program Counter contents are popped off the external
memory stack, low order first, resulting in a Stack Pointer contents again of
1000H. The program flow continues where it left off with an Op Code fetch
to address 1A45H."
instr;100;0;7;0;RL;A,B,C,D,E,H,L;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Rotate and Shift;0;202;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated left 1-bit position. The content of
bit 7 is copied to the Carry flag and the previous content of the Carry flag is
copied to bit 0.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of register D and the Carry flag are
0 - 1 0 0 0 1 1 1 1
at execution of RL D the contents of register D and the Carry flag are
1 - 0 0 0 1 1 1 1 0"
instr;101;0;1;0;RL;(HL);;;;Register Indirect;;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);MR(4);MW(3);;;;;;Rotate and Shift;0;202;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated left 1-bit position. The content of
bit 7 is copied to the Carry flag and the previous content of the Carry flag is
copied to bit 0.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of register D and the Carry flag are
0 - 1 0 0 0 1 1 1 1
at execution of RL D the contents of register D and the Carry flag are
1 - 0 0 0 1 1 1 1 0"
instr;102;0;2;0;RL;(IX+d),(IY+d);;;;Indexed;;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;0;202;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated left 1-bit position. The content of
bit 7 is copied to the Carry flag and the previous content of the Carry flag is
copied to bit 0.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of register D and the Carry flag are
0 - 1 0 0 0 1 1 1 1
at execution of RL D the contents of register D and the Carry flag are
1 - 0 0 0 1 1 1 1 0"
instr;103;0;14;0;RL;(IX+d),(IY+d);A,B,C,D,E,H,L;;;Indexed;Register;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;1;;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated left 1-bit position. The content of
bit 7 is copied to the Carry flag and the previous content of the Carry flag is
copied to bit 0.
The undocumented DDCB instructions store the result (if any) of the operation in one of the
seven all-purpose registers.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of register D and the Carry flag are
0 - 1 0 0 0 1 1 1 1
at execution of RL D the contents of register D and the Carry flag are
1 - 0 0 0 1 1 1 1 0"
instr;104;0;1;0;RLA;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;Rotate and Shift;0;191;;"The contents of the Accumulator (register A) are rotated left 1-bit position
through the Carry flag. The previous content of the Carry flag is copied to
bit 0. Bit 0 is the least-significant bit.";"S is not affected
Z is not affected
H is reset
P/V is not affected
N is reset
C is data from bit 7 of Accumulator";"If the contents of the Accumulator and the Carry flag are
0 - 0 1 1 1 0 1 1 0
at execution of RLA the contents of the Accumulator and the Carry flag are
0 - 1 1 1 0 1 1 0 1"
instr;105;0;7;0;RLC;A,B,C,D,E,H,L;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Rotate and Shift;0;194;;"The contents of register r are rotated left 1-bit position. The content of bit 7
is copied to the Carry flag and also to bit 0.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of register r are
1 0 0 0 1 0 0 0
at execution of RLC r the contents of register r and the Carry flag are
1 - 0 0 0 1 0 0 0 1"
instr;106;0;1;0;RLC;(HL);;;;Register Indirect;;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);MR(4);MW(3);;;;;;Rotate and Shift;0;196;;"The contents of the memory address specified by the contents of register
pair HL are rotated left 1-bit position. The content of bit 7 is copied to the
Carry flag and also to bit 0. Bit 0 is the least-significant bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of the HL register pair are 2828H, and the contents of
memory location 2828H are
1 0 0 0 1 0 0 0
at execution of RLC(HL) the contents of memory location 2828H and the
Carry flag are
1 - 0 0 0 1 0 0 0 1"
instr;107;0;2;0;RLC;(IX+d),(IY+d);;;;Indexed;;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;0;"198
200";;"The contents of the memory address specified by the sum of the contents of
the Index Register IX and a two’s complement displacement integer d, are
rotated left 1-bit position. The content of bit 7 is copied to the Carry flag
and also to bit 0. Bit 0 is the least-significant bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of the Index Register IX are 1000H, and the contents of
memory location 1022H are
1 0 0 0 1 0 0 0
at execution of RLC (IX+2H) the contents of memory location 1002H
and the Carry flag are
1 - 0 0 0 1 0 0 0 1"
instr;108;0;14;0;RLC;(IX+d),(IY+d);A,B,C,D,E,H,L;;;Indexed;Register;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;1;;;"The contents of the memory address specified by the sum of the contents of
the Index Register IX and a two’s complement displacement integer d, are
rotated left 1-bit position. The content of bit 7 is copied to the Carry flag
and also to bit 0. Bit 0 is the least-significant bit.
The undocumented DDCB instructions store the result (if any) of the operation in one of the
seven all-purpose registers";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise
N is reset
C is data from bit 7 of source register";"If the contents of the Index Register IX are 1000H, and the contents of
memory location 1022H are
1 0 0 0 1 0 0 0
at execution of RLC (IX+2H) the contents of memory location 1002H
and the Carry flag are
1 - 0 0 0 1 0 0 0 1"
instr;109;0;1;0;RLCA;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;Rotate and Shift;0;190;;"The contents of the Accumulator (register A) are rotated left 1-bit position.
The sign bit (bit 7) is copied to the Carry flag and also to bit 0. Bit 0 is the
least-significant bit.";"S is not affected
Z is not affected
H is reset
P/V is not affected
N is reset
C is data from bit 7 of Accumulator";"If the contents of the Accumulator are
1 0 0 0 1 0 0 0
at execution of RLCA the contents of the Accumulator and Carry flag are
1 - 0 0 0 1 0 0 0 1"
instr;110;0;1;0;RLD;;;;;;;;;;2;0;5;18 (4, 4, 3, 4, 3);;OCF(4);OCF(4);MR(3);CPU(4);MW(3);;;;;Rotate and Shift;0;220;;"The contents of the low order four bits (bits 3, 2, 1, and 0) of the memory
location (HL) are copied to the high order four bits (7, 6, 5, and 4) of that
same memory location, the previous contents of those high order four bits
are copied to the low order four bits of the Accumulator (register A), and
the previous contents of the low order four bits of the Accumulator are
copied to the low order four bits of memory location (HL). The contents of
the high order bits of the Accumulator are unaffected.";"S is set if Accumulator is negative after operation, reset otherwise
Z is set if Accumulator is zero after operation, reset otherwise
H is reset
P/V is set if parity of Accumulator is even after operation, reset otherwise
N is reset
C is not affected";"If the contents of the HL register pair are 5000H, and the contents of the
Accumulator and memory location 5000H are
0 1 1 1 1 0 1 0 Accumulator
0 0 1 1 0 0 0 1 (5000H)
at execution of RLD the contents of the Accumulator and memory location
5000H are
0 1 1 1 0 0 1 1 Accumulator
0 0 0 1 1 0 1 0 (5000H)"
instr;111;0;7;0;RR;A,B,C,D,E,H,L;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Rotate and Shift;0;208;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of operand m are rotated right 1-bit position through the Carry
flag. The content of bit 0 is copied to the Carry flag and the previous
content of the Carry flag is copied to bit 7. Bit 0 is the least-significant bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
1 1 0 1 1 1 0 1 - 0
at execution of RR D the contents of register D and the Carry flag are
0 1 1 0 1 1 1 0 - 1"
instr;112;0;1;0;RR;(HL);;;;Register Indirect;;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);MR(4);MW(3);;;;;;Rotate and Shift;0;208;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of operand m are rotated right 1-bit position through the Carry
flag. The content of bit 0 is copied to the Carry flag and the previous
content of the Carry flag is copied to bit 7. Bit 0 is the least-significant bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
1 1 0 1 1 1 0 1 - 0
at execution of RR D the contents of register D and the Carry flag are
0 1 1 0 1 1 1 0 - 1"
instr;113;0;2;0;RR;(IX+d),(IY+d);;;;Indexed;;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;0;208;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of operand m are rotated right 1-bit position through the Carry
flag. The content of bit 0 is copied to the Carry flag and the previous
content of the Carry flag is copied to bit 7. Bit 0 is the least-significant bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
1 1 0 1 1 1 0 1 - 0
at execution of RR D the contents of register D and the Carry flag are
0 1 1 0 1 1 1 0 - 1"
instr;114;0;14;0;RR;(IX+d),(IY+d);A,B,C,D,E,H,L;;;Indexed;Register;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;1;;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of operand m are rotated right 1-bit position through the Carry
flag. The content of bit 0 is copied to the Carry flag and the previous
content of the Carry flag is copied to bit 7. Bit 0 is the least-significant bit.
The undocumented DDCB instructions store the result (if any) of the operation in one of the
seven all-purpose registers.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
1 1 0 1 1 1 0 1 - 0
at execution of RR D the contents of register D and the Carry flag are
0 1 1 0 1 1 1 0 - 1"
instr;115;0;1;0;RRA;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;Rotate and Shift;0;193;;"The contents of the Accumulator (register A) are rotated right 1-bit position
through the Carry flag. The previous content of the Carry flag is copied to
bit 7. Bit 0 is the least-significant bit.";"S is not affected
Z is not affected
H is reset
P/V is not affected
N is reset
C is data from bit 0 of Accumulator";"If the contents of the Accumulator are
1 1 1 0 0 0 0 1 - 0
at execution of RRA the contents of the Accumulator and the Carry flag are
0 1 1 1 0 0 0 0 - 1

"
instr;116;0;7;0;RRC;A,B,C,D,E,H,L;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Rotate and Shift;0;205;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated right 1-bit position. The content
of bit 0 is copied to the Carry flag and also to bit 7. Bit 0 is the leastsignificant
bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
0 0 1 1 0 0 0 1
at execution of RRC D the contents of register D and the Carry flag are
1 0 0 1 1 0 0 0 - 1"
instr;117;0;1;0;RRC;(HL);;;;Register Indirect;;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);MR(4);MW(3);;;;;;Rotate and Shift;0;205;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated right 1-bit position. The content
of bit 0 is copied to the Carry flag and also to bit 7. Bit 0 is the leastsignificant
bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
0 0 1 1 0 0 0 1
at execution of RRC D the contents of register D and the Carry flag are
1 0 0 1 1 0 0 0 - 1"
instr;118;0;2;0;RRC;(IX+d),(IY+d);;;;Indexed;;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;0;205;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated right 1-bit position. The content
of bit 0 is copied to the Carry flag and also to bit 7. Bit 0 is the leastsignificant
bit.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
0 0 1 1 0 0 0 1
at execution of RRC D the contents of register D and the Carry flag are
1 0 0 1 1 0 0 0 - 1"
instr;119;0;14;0;RRC;(IX+d),(IY+d);A,B,C,D,E,H,L;;;Indexed;Register;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Rotate and Shift;1;;;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous RLC instructions.
The contents of the m operand are rotated right 1-bit position. The content
of bit 0 is copied to the Carry flag and also to bit 7. Bit 0 is the leastsignificant
bit.
The undocumented DDCB instructions store the result (if any) of the operation in one of the
seven all-purpose registers.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is reset
P/V is set if parity even, reset otherwise,
N is reset
C is data from bit 0 of source register";"If the contents of register D and the Carry flag are
0 0 1 1 0 0 0 1
at execution of RRC D the contents of register D and the Carry flag are
1 0 0 1 1 0 0 0 - 1"
instr;120;0;1;0;RRCA;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;Rotate and Shift;0;192;;"The contents of the Accumulator (register A) are rotated right 1-bit
position. Bit 0 is copied to the Carry flag and also to bit 7. Bit 0 is the leastsignificant
bit.";"S is not affected
Z is not affected
H is reset
P/V is not affected
N is reset
C is data from bit 0 of Accumulator";"If the contents of the Accumulator are
0 0 1 0 0 0 1 - 0
at execution of RRCA the contents of the Accumulator and the Carry flag are
1 0 0 1 0 0 0 - 1

"
instr;121;0;1;0;RRD;;;;;;;;;;2;0;5;18 (4, 4, 3, 4, 3);;OCF(4);OCF(4);MR(3);CPU(4);MW(3);;;;;Rotate and Shift;0;222;;"The contents of the low order four bits (bits 3, 2, 1, and 0) of memory
location (HL) are copied to the low order four bits of the Accumulator
(register A). The previous contents of the low order four bits of the
Accumulator are copied to the high order four bits (7, 6, 5, and 4) of
location (HL), and the previous contents of the high order four bits of (HL)
are copied to the low order four bits of (HL). The contents of the high order
bits of the Accumulator are unaffected.";"S is set if Accumulator is negative after operation, reset otherwise
Z is set if Accumulator is zero after operation, reset otherwise
H is reset
P/V is set if parity of Accumulator is even after operation, reset otherwise
N is reset
C is not affected";"If the contents of the HL register pair are 5000H, and the contents of the
Accumulator and memory location 5000H are
1 0 0 0 0 1 0 0 Accumulator
0 0 1 0 0 0 0 0 (5000H)
at execution of RRD the contents of the Accumulator and memory location
5000H are
1 0 0 0 0 0 0 0 Accumulator
0 1 0 0 0 0 1 0 (5000H)"
instr;122;0;8;0;RST;0H,8H,10H,18H,20H,28H,30H,38H;;;;Modified Page Zero;;;;;1;0;3;11 (5, 3, 3);;OCF(5);SWH(3) ;SWL(3);;;;M1 -1, M2 -1;;;Call And Return;0;267;(SP-1) <- PCH, (SP-2) <- PCL, PCH <- 0, PCL <- P;"The current Program Counter (PC) contents are pushed onto the external
memory stack, and the page zero memory location given by operand p is
loaded to the PC. Program execution then begins with the Op Code in the
address now pointed to by PC. The push is performed by first decrementing
the contents of the Stack Pointer (SP), loading the high-order byte of PC to
the memory address now pointed to by SP, decrementing SP again, and
loading the low order byte of PC to the address now pointed to by SP. The
Restart instruction allows for a jump to one of eight addresses indicated in
the table below. The operand p is assembled to the object code using the
corresponding T state.
Because all addresses are in page zero of memory, the high order byte of
PC is loaded with 00H. The number selected from the p column of the table
is loaded to the low order byte of PC.
p
00H
08H
10H
18H
20H
28H
30H
38H";None;"If the contents of the Program Counter are 15B3H, at execution of
RST 18H (Object code 1101111) the PC contains 0018H, as the address
of the next Op Code fetched."
instr;123;0;1;0;SBC;A;n;;;Register;Immediate;;;;2;0;2;7 (4, 3);;OCF(4);OD(3);;;;;;;;8-Bit Arithmetic;0;150;A <- A - s - CY;"The s operand, along with the Carry flag (C in the F register) is subtracted
from the contents of the Accumulator, and the result is stored in the
Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is reset if overflow, reset otherwise
N is set
C is set if borrow, reset otherwise";"If the Accumulator contains 16H, the carry flag is set, the HL register pair
contains 3433H, and address 3433H contains 05H, at execution of
SBC A, (HL) the Accumulator contains 10H."
instr;124;0;7;0;SBC;A;A,B,C,D,E,H,L;;;Register;Register;;;;1;0;1;4;;OCF(4);;;;;;;;;8-Bit Arithmetic;0;150;A <- A - s - CY;"The s operand, along with the Carry flag (C in the F register) is subtracted
from the contents of the Accumulator, and the result is stored in the
Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is reset if overflow, reset otherwise
N is set
C is set if borrow, reset otherwise";"If the Accumulator contains 16H, the carry flag is set, the HL register pair
contains 3433H, and address 3433H contains 05H, at execution of
SBC A, (HL) the Accumulator contains 10H."
instr;124;1;4;0;SBC;A;IXh,IXl,IYh,IYl;;;Register;Register;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;8-Bit Arithmetic;1;;A <- A - s - CY;"The s operand, along with the Carry flag (C in the F register) is subtracted
from the contents of the Accumulator, and the result is stored in the
Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is reset if overflow, reset otherwise
N is set
C is set if borrow, reset otherwise";"If the Accumulator contains 16H, the carry flag is set, the HL register pair
contains 3433H, and address 3433H contains 05H, at execution of
SBC A, (HL) the Accumulator contains 10H."
instr;125;0;1;0;SBC;A;(HL);;;Register;Register Indirect;;;;1;0;2;7 (4, 3);;OCF(4);MR(3);;;;;;;;8-Bit Arithmetic;0;150;A <- A - s - CY;"The s operand, along with the Carry flag (C in the F register) is subtracted
from the contents of the Accumulator, and the result is stored in the
Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is reset if overflow, reset otherwise
N is set
C is set if borrow, reset otherwise";"If the Accumulator contains 16H, the carry flag is set, the HL register pair
contains 3433H, and address 3433H contains 05H, at execution of
SBC A, (HL) the Accumulator contains 10H."
instr;126;0;2;0;SBC;A;(IX+d),(IY+d);;;Register;Indexed;;;;3;0;5;19 (4, 4, 3, 5, 3);;OCF(4);OCF(4);OD(3);CPU(5);MR(3);;;;;8-Bit Arithmetic;0;150;A <- A - s - CY;"The s operand, along with the Carry flag (C in the F register) is subtracted
from the contents of the Accumulator, and the result is stored in the
Accumulator.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is reset if overflow, reset otherwise
N is set
C is set if borrow, reset otherwise";"If the Accumulator contains 16H, the carry flag is set, the HL register pair
contains 3433H, and address 3433H contains 05H, at execution of
SBC A, (HL) the Accumulator contains 10H."
instr;127;0;4;0;SBC;HL;BC,DE,HL,SP;;;Register Ext;Register Ext;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);CPU(4);CPU(3);;;;;;16-Bit Arithmetic;0;181;HL <- HL - ss - CY;"The contents of the register pair ss (any of register pairs BC, DE, HL, or
SP) and the Carry Flag (C flag in the F register) are subtracted from the
contents of register pair HL, and the result is stored in HL.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if a borrow from bit 12, reset otherwise
P/V is set if overflow, reset otherwise
N is set
C is set if borrow, reset otherwise";"If the contents of the HL, register pair are 9999H, the contents of register
pair DE are 1111H, and the Carry flag is set. At execution of SBC HL, DE
the contents of HL are 8887H."
instr;128;0;1;0;SCF;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;General-Purpose Arithmetic;0;171;CY <- 1;The Carry flag in the F register is set.;"S is not affected
Z is not affected
H is reset
P/V is not affected
N is reset
C is set";
instr;129;0;56;0;SET;0,1,2,3,4,5,6,7;A,B,C,D,E,H,L;;;Bit;Register;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Bit Set, Reset, and Test;0;232;rb <- 1;Bit b in register r (any of registers B, C, D, E, H, L, or A) is set.;None;"At execution of SET 4, A bit 4 in register A sets. Bit 0 is the leastsignificant
bit."
instr;130;0;8;0;SET;0,1,2,3,4,5,6,7;(HL);;;Bit;Register Indirect;;;;2;0;4;15 (4, 4, 4, 3);;OCF(4);OCF(4);MR(4);MW(3);;;;;;Bit Set, Reset, and Test;0;233;(HL)b <- 1;"Bit b in the memory location addressed by the contents of register pair HL
is set.";None;"If the contents of the HL register pair are 3000H, at execution of
SET 4, (HL) bit 4 in memory location 3000H is 1. Bit 0 in memory
location 3000H is the least-significant bit."
instr;131;0;16;0;SET;0,1,2,3,4,5,6,7;(IX+d),(IY+d);;;Bit;Indexed;;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Bit Set, Reset, and Test;0;"234
235";(IX+d)b <- 1;"Bit b in the memory location addressed by the sum of the contents of the IX
register pair and the two’s complement integer d is set.";None;"If the contents of Index Register are 2000H, at execution of
SET 0, (IX + 3H) bit 0 in memory location 2003H is 1.
Bit 0 in memory location 2003H is the least-significant bit."
instr;132;0;112;0;SET;0,1,2,3,4,5,6,7;(IX+d),(IY+d);A,B,C,D,E,H,L;;Bit;Indexed;Register;;;4;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);OC4(5);MR(4);MW(3);;;;Bit Set, Reset, and Test;1;;(IX+d)b <- 1;"Bit b in the memory location addressed by the sum of the contents of the IX
register pair and the two’s complement integer d is set.
The undocumented DDCB instructions store the result (if any) of the operation in one of the
seven all-purpose registers.";None;"If the contents of Index Register are 2000H, at execution of
SET 0, (IX + 3H) bit 0 in memory location 2003H is 1.
Bit 0 in memory location 2003H is the least-significant bit."
